account_id,english_name,dealer_code,year,month,monthly_value,yearly_value
8011D,Dealer Advertising Expense,80475,2024,8,3712,26780
8012D,Dealer Advertising Expense,80475,2024,8,7621,34683
8010D,Dealer Advertising Expense,80475,2024,9,2880,64343
8011D,Dealer Advertising Expense,80475,2024,9,1656,28436
8012D,Dealer Advertising Expense,80475,2024,9,1224,35907
8010D,Dealer Advertising Expense,80475,2024,10,25507,89850
8011D,Dealer Advertising Expense,80475,2024,10,8497,36933
8012D,Dealer Advertising Expense,80475,2024,10,17010,52917
8010D,Dealer Advertising Expense,80475,2024,11,22424,112274
8011D,Dealer Advertising Expense,80475,2024,11,9841,46774
8012D,Dealer Advertising Expense,80475,2024,11,12583,65500
8010D,Dealer Advertising Expense,80475,2024,12,19003,131277
8011D,Dealer Advertising Expense,80475,2024,12,7766,54540
8012D,Dealer Advertising Expense,80475,2024,12,11237,76737
8060D,Delivery Expense,80475,2024,1,5217,5217
8061D,Delivery Expense,80475,2024,1,1561,1561
8062D,Delivery Expense,80475,2024,1,3656,3656
8060D,Delivery Expense,80475,2024,2,3375,8592
8061D,Delivery Expense,80475,2024,2,520,1041
8062D,Delivery Expense,80475,2024,2,3895,7551
8060D,Delivery Expense,80475,2024,3,5117,13709
8061D,Delivery Expense,80475,2024,3,468,1509
8062D,Delivery Expense,80475,2024,3,4649,12200
8061D,Delivery Expense,80475,2024,4,678,2187
8062D,Delivery Expense,80475,2024,4,4050,16250
8060D,Delivery Expense,80475,2024,4,4728,18437
8060D,Delivery Expense,80475,2024,5,5870,24307
8061D,Delivery Expense,80475,2024,5,2092,4279
8062D,Delivery Expense,80475,2024,5,3778,20028
8060D,Delivery Expense,80475,2024,6,3649,27956
8061D,Delivery Expense,80475,2024,6,247,4526
8062D,Delivery Expense,80475,2024,6,3402,23430
8060D,Delivery Expense,80475,2024,7,1287,29243
8061D,Delivery Expense,80475,2024,7,1421,3105
8062D,Delivery Expense,80475,2024,7,2708,26138
8060D,Delivery Expense,80475,2024,8,9226,38469
8061D,Delivery Expense,80475,2024,8,3232,6337
8062D,Delivery Expense,80475,2024,8,5994,32132
8060D,Delivery Expense,80475,2024,9,6663,45132
8061D,Delivery Expense,80475,2024,9,2089,8426
8062D,Delivery Expense,80475,2024,9,4574,36706
8060D,Delivery Expense,80475,2024,10,5216,50348
8061D,Delivery Expense,80475,2024,10,2674,11100
8062D,Delivery Expense,80475,2024,10,2542,39248
8060D,Delivery Expense,80475,2024,11,6643,56991
8061D,Delivery Expense,80475,2024,11,2943,14043
8062D,Delivery Expense,80475,2024,11,3700,42948
8060D,Delivery Expense,80475,2024,12,5999,62990
8061D,Delivery Expense,80475,2024,12,2105,16148
8062D,Delivery Expense,80475,2024,12,3894,46842
8190D,Demo Expense,80475,2024,1,1328,1328
8191D,Demo Expense,80475,2024,1,664,664
8192D,Demo Expense,80475,2024,1,664,664
8192D,Demo Expense,80475,2024,2,663,1327
8190D,Demo Expense,80475,2024,2,1326,2654
8191D,Demo Expense,80475,2024,2,663,1327
8190D,Demo Expense,80475,2024,3,6006,8660
8191D,Demo Expense,80475,2024,3,3697,5024
8192D,Demo Expense,80475,2024,3,2309,3636
8192D,Demo Expense,80475,2024,4,131,3767
8190D,Demo Expense,80475,2024,4,975,9635
8191D,Demo Expense,80475,2024,4,844,5868
8190D,Demo Expense,80475,2024,5,37,9672
8191D,Demo Expense,80475,2024,5,37,5905
8192D,Demo Expense,80475,2024,5,0,3767
8190D,Demo Expense,80475,2024,6,18,9690
8191D,Demo Expense,80475,2024,6,18,5923
8192D,Demo Expense,80475,2024,6,0,3767
8190D,Demo Expense,80475,2024,7,41,9731
8191D,Demo Expense,80475,2024,7,41,5964
8192D,Demo Expense,80475,2024,7,0,3767
8190D,Demo Expense,80475,2024,8,592,10323
8191D,Demo Expense,80475,2024,8,478,6442
8192D,Demo Expense,80475,2024,8,114,3881
8192D,Demo Expense,80475,2024,9,114,3767
8190D,Demo Expense,80475,2024,9,1248,11571
8191D,Demo Expense,80475,2024,9,1362,7804
8190D,Demo Expense,80475,2024,10,329,11900
8191D,Demo Expense,80475,2024,10,180,7984
8192D,Demo Expense,80475,2024,10,149,3916
8190D,Demo Expense,80475,2024,11,1617,13517
8192D,Demo Expense,80475,2024,11,228,4144
8191D,Demo Expense,80475,2024,11,1389,9373
8190D,Demo Expense,80475,2024,12,1365,14882
8191D,Demo Expense,80475,2024,12,1365,10738
8192D,Demo Expense,80475,2024,12,0,4144
8230D,Depreciation - Other,80475,2024,12,65573,65573
8231D,Depreciation - Other,80475,2024,12,65573,65573
3028U,Eclipse Cross,80475,2024,1,4,4
3028G,Eclipse Cross,80475,2024,1,6189,6189
3028S,Eclipse Cross,80475,2024,1,155925,155925
3028G,Eclipse Cross,80475,2024,2,4729,10918
3028S,Eclipse Cross,80475,2024,2,103924,259849
3028U,Eclipse Cross,80475,2024,2,3,7
3028U,Eclipse Cross,80475,2024,3,2,9
3028G,Eclipse Cross,80475,2024,3,2737,13655
3028S,Eclipse Cross,80475,2024,3,74275,334124
3028U,Eclipse Cross,80475,2024,4,3,12
3028G,Eclipse Cross,80475,2024,4,5178,18833
3028S,Eclipse Cross,80475,2024,4,117200,451324
3028U,Eclipse Cross,80475,2024,5,0,12
3028G,Eclipse Cross,80475,2024,5,0,18833
3028S,Eclipse Cross,80475,2024,5,0,451324
3028G,Eclipse Cross,80475,2024,6,2475,21308
3028S,Eclipse Cross,80475,2024,6,35617,486941
3028U,Eclipse Cross,80475,2024,6,1,13
3028G,Eclipse Cross,80475,2024,7,3480,24788
3028S,Eclipse Cross,80475,2024,7,74252,561193
3028U,Eclipse Cross,80475,2024,7,2,15
3028G,Eclipse Cross,80475,2024,8,8008,32796
3028S,Eclipse Cross,80475,2024,8,230291,791484
3028U,Eclipse Cross,80475,2024,8,6,21
3028U,Eclipse Cross,80475,2024,9,3,24
3028G,Eclipse Cross,80475,2024,9,3869,36665
3028S,Eclipse Cross,80475,2024,9,106273,897757
3028U,Eclipse Cross,80475,2024,10,3,27
3028G,Eclipse Cross,80475,2024,10,6429,43094
3028S,Eclipse Cross,80475,2024,10,116111,1013868
3028U,Eclipse Cross,80475,2024,11,8,35
3028G,Eclipse Cross,80475,2024,11,10321,53415
3028S,Eclipse Cross,80475,2024,11,295036,1308904
3028U,Eclipse Cross,80475,2024,12,2,37
3028G,Eclipse Cross,80475,2024,12,1556,54971
3028S,Eclipse Cross,80475,2024,12,71082,1379986
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,1,69.6,69.6
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,1,69.6,69.6
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,2,0.12,69.72
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,2,0.24,69.84
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,3,0.49,70.21
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,3,1.41,71.25
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,4,1.89,72.1
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,4,6.43,77.68
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,5,0.94,73.04
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,5,1.12,76.56
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,6,25.93,50.63
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,6,3.59,69.45
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,7,38.86,89.49
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,7,3,72.45
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,8,16.28,73.21
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,8,0.09,72.54
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,9,0.57,71.97
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,9,6.02,67.19
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,10,0.9,72.87
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,10,13.35,80.54
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,11,1.86,74.73
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,11,12.76,93.3
6128DZ,Efficiency (Guide 110 - 125%),80475,2024,12,0.61,74.12
6110DZ,Efficiency (Guide 110 - 125%),80475,2024,12,26.27,67.03
8160D,Employee Benefits,80475,2024,1,4863,4863
8161D,Employee Benefits,80475,2024,1,1204,1204
8163D,Employee Benefits,80475,2024,1,2154,2154
8162D,Employee Benefits,80475,2024,1,602,602
8164D,Employee Benefits,80475,2024,1,903,903
8160D,Employee Benefits,80475,2024,2,4505,9368
8161D,Employee Benefits,80475,2024,2,1244,2448
8164D,Employee Benefits,80475,2024,2,691,1594
8163D,Employee Benefits,80475,2024,2,1882,4036
8162D,Employee Benefits,80475,2024,2,688,1290
8160D,Employee Benefits,80475,2024,3,4275,13643
8161D,Employee Benefits,80475,2024,3,1499,3947
8163D,Employee Benefits,80475,2024,3,1289,5325
8162D,Employee Benefits,80475,2024,3,923,2213
8164D,Employee Benefits,80475,2024,3,564,2158
8163D,Employee Benefits,80475,2024,4,822,6147
8162D,Employee Benefits,80475,2024,4,352,2565
8164D,Employee Benefits,80475,2024,4,353,2511
8160D,Employee Benefits,80475,2024,4,2349,15992
8161D,Employee Benefits,80475,2024,4,822,4769
8160D,Employee Benefits,80475,2024,5,162,16154
8161D,Employee Benefits,80475,2024,5,57,4826
8163D,Employee Benefits,80475,2024,5,57,6204
8162D,Employee Benefits,80475,2024,5,24,2589
8164D,Employee Benefits,80475,2024,5,24,2535
8160D,Employee Benefits,80475,2024,6,2104,18258
8161D,Employee Benefits,80475,2024,6,736,5562
8163D,Employee Benefits,80475,2024,6,736,6940
8162D,Employee Benefits,80475,2024,6,316,2905
8164D,Employee Benefits,80475,2024,6,316,2851
8160D,Employee Benefits,80475,2024,7,1924,20182
8161D,Employee Benefits,80475,2024,7,702,6264
8163D,Employee Benefits,80475,2024,7,608,7548
8162D,Employee Benefits,80475,2024,7,354,3259
8164D,Employee Benefits,80475,2024,7,260,3111
8160D,Employee Benefits,80475,2024,8,3180,23362
8161D,Employee Benefits,80475,2024,8,1137,7401
8163D,Employee Benefits,80475,2024,8,919,8467
8162D,Employee Benefits,80475,2024,8,715,3974
8164D,Employee Benefits,80475,2024,8,409,3520
8160D,Employee Benefits,80475,2024,9,4625,27987
8161D,Employee Benefits,80475,2024,9,1411,8812
8163D,Employee Benefits,80475,2024,9,1826,10293
8162D,Employee Benefits,80475,2024,9,850,4824
8164D,Employee Benefits,80475,2024,9,538,4058
8160D,Employee Benefits,80475,2024,10,3819,31806
8161D,Employee Benefits,80475,2024,10,1100,9912
8163D,Employee Benefits,80475,2024,10,1603,11896
8162D,Employee Benefits,80475,2024,10,592,5416
8164D,Employee Benefits,80475,2024,10,524,4582
8160D,Employee Benefits,80475,2024,11,5047,36853
8161D,Employee Benefits,80475,2024,11,1563,11475
8163D,Employee Benefits,80475,2024,11,2035,13931
8162D,Employee Benefits,80475,2024,11,889,6305
8164D,Employee Benefits,80475,2024,11,560,5142
8160D,Employee Benefits,80475,2024,12,4494,41347
8161D,Employee Benefits,80475,2024,12,1823,13298
8163D,Employee Benefits,80475,2024,12,1166,15097
8162D,Employee Benefits,80475,2024,12,1083,7388
8164D,Employee Benefits,80475,2024,12,422,5564
2270D,Employee Bonuses Payable,80475,2024,3,599,599
2270D,Employee Bonuses Payable,80475,2024,4,0,599
2270D,Employee Bonuses Payable,80475,2024,5,0,599
2270D,Employee Bonuses Payable,80475,2024,6,0,599
2270D,Employee Bonuses Payable,80475,2024,7,0,599
2270D,Employee Bonuses Payable,80475,2024,8,0,599
2270D,Employee Bonuses Payable,80475,2024,9,0,599
2270D,Employee Bonuses Payable,80475,2024,10,0,599
2270D,Employee Bonuses Payable,80475,2024,11,0,599
2270D,Employee Bonuses Payable,80475,2024,12,7188,7787
11790D,Equip. M/S,80475,2024,1,57260,57260
1800D,Equip. M/S,80475,2024,1,79060,79060
1790D,Equip. M/S,80475,2024,1,136320,136320
1800D,Equip. M/S,80475,2024,2,79060,158120
11790D,Equip. M/S,80475,2024,2,57260,114520
1790D,Equip. M/S,80475,2024,2,136320,272640
11790D,Equip. M/S,80475,2024,3,57260,171780
1800D,Equip. M/S,80475,2024,3,79060,237180
1790D,Equip. M/S,80475,2024,3,136320,408960
1790D,Equip. M/S,80475,2024,4,136320,545280
11790D,Equip. M/S,80475,2024,4,57260,229040
1800D,Equip. M/S,80475,2024,4,79060,316240
11790D,Equip. M/S,80475,2024,5,57260,286300
1800D,Equip. M/S,80475,2024,5,79060,395300
1790D,Equip. M/S,80475,2024,5,136320,681600
11790D,Equip. M/S,80475,2024,6,57260,343560
1800D,Equip. M/S,80475,2024,6,79060,474360
1790D,Equip. M/S,80475,2024,6,136320,817920
1800D,Equip. M/S,80475,2024,7,79060,553420
11790D,Equip. M/S,80475,2024,7,57260,400820
1790D,Equip. M/S,80475,2024,7,136320,954240
11790D,Equip. M/S,80475,2024,8,57260,458080
1800D,Equip. M/S,80475,2024,8,79060,632480
1790D,Equip. M/S,80475,2024,8,136320,1090560
11790D,Equip. M/S,80475,2024,9,57260,515340
1800D,Equip. M/S,80475,2024,9,79060,711540
1790D,Equip. M/S,80475,2024,9,136320,1226880
11790D,Equip. M/S,80475,2024,10,57260,572600
1800D,Equip. M/S,80475,2024,10,79060,790600
1790D,Equip. M/S,80475,2024,10,136320,1363200
11790D,Equip. M/S,80475,2024,11,83321,655921
1800D,Equip. M/S,80475,2024,11,79060,869660
1790D,Equip. M/S,80475,2024,11,162381,1525581
11790D,Equip. M/S,80475,2024,12,73188,729109
1800D,Equip. M/S,80475,2024,12,89193,958853
1790D,Equip. M/S,80475,2024,12,162381,1687962
11810D,Equip. P/A,80475,2024,1,8778,8778
1810D,Equip. P/A,80475,2024,1,26711,26711
1820D,Equip. P/A,80475,2024,1,17933,17933
11810D,Equip. P/A,80475,2024,2,8778,17556
1810D,Equip. P/A,80475,2024,2,26711,53422
1820D,Equip. P/A,80475,2024,2,17933,35866
11810D,Equip. P/A,80475,2024,3,8778,26334
1810D,Equip. P/A,80475,2024,3,26711,80133
1820D,Equip. P/A,80475,2024,3,17933,53799
1820D,Equip. P/A,80475,2024,4,17933,71732
11810D,Equip. P/A,80475,2024,4,8778,35112
1810D,Equip. P/A,80475,2024,4,26711,106844
11810D,Equip. P/A,80475,2024,5,8778,43890
1810D,Equip. P/A,80475,2024,5,26711,133555
1820D,Equip. P/A,80475,2024,5,17933,89665
11810D,Equip. P/A,80475,2024,6,8778,52668
1810D,Equip. P/A,80475,2024,6,26711,160266
1820D,Equip. P/A,80475,2024,6,17933,107598
11810D,Equip. P/A,80475,2024,7,8778,61446
1810D,Equip. P/A,80475,2024,7,26711,186977
1820D,Equip. P/A,80475,2024,7,17933,125531
11810D,Equip. P/A,80475,2024,8,8778,70224
1810D,Equip. P/A,80475,2024,8,26711,213688
1820D,Equip. P/A,80475,2024,8,17933,143464
11810D,Equip. P/A,80475,2024,9,8778,79002
1810D,Equip. P/A,80475,2024,9,26711,240399
1820D,Equip. P/A,80475,2024,9,17933,161397
11810D,Equip. P/A,80475,2024,10,8778,87780
1810D,Equip. P/A,80475,2024,10,26711,267110
1820D,Equip. P/A,80475,2024,10,17933,179330
11810D,Equip. P/A,80475,2024,11,8778,96558
1810D,Equip. P/A,80475,2024,11,26711,293821
1820D,Equip. P/A,80475,2024,11,17933,197263
11810D,Equip. P/A,80475,2024,12,7022,103580
1810D,Equip. P/A,80475,2024,12,26711,320532
1820D,Equip. P/A,80475,2024,12,19689,216952
530P,F & I Sales Reps.,80475,2024,1,1,1
530P,F & I Sales Reps.,80475,2024,2,1,2
530P,F & I Sales Reps.,80475,2024,3,1,3
530P,F & I Sales Reps.,80475,2024,4,2,5
530P,F & I Sales Reps.,80475,2024,5,2,7
530P,F & I Sales Reps.,80475,2024,6,2,9
530P,F & I Sales Reps.,80475,2024,7,2,11
530P,F & I Sales Reps.,80475,2024,8,2,13
530P,F & I Sales Reps.,80475,2024,9,2,15
530P,F & I Sales Reps.,80475,2024,10,2,17
530P,F & I Sales Reps.,80475,2024,11,2,19
530P,F & I Sales Reps.,80475,2024,12,2,21
0963P,F&I Sales Reps,80475,2024,1,1,1
0963P,F&I Sales Reps,80475,2024,2,1,2
0963P,F&I Sales Reps,80475,2024,3,1,3
0963P,F&I Sales Reps,80475,2024,4,2,5
0963P,F&I Sales Reps,80475,2024,5,2,7
0963P,F&I Sales Reps,80475,2024,6,2,9
0963P,F&I Sales Reps,80475,2024,7,2,11
0963P,F&I Sales Reps,80475,2024,8,2,13
0963P,F&I Sales Reps,80475,2024,9,2,15
0963P,F&I Sales Reps,80475,2024,10,2,17
0963P,F&I Sales Reps,80475,2024,11,2,19
0963P,F&I Sales Reps,80475,2024,12,2,21
391BU,FEB.,80475,2024,2,21,21
395BU,FEB.,80475,2024,2,26,26
396BD,FEB.,80475,2024,2,9052,9052
391BU,FEB.,80475,2024,3,21,42
395BU,FEB.,80475,2024,3,26,52
396BD,FEB.,80475,2024,3,9052,18104
391BU,FEB.,80475,2024,4,21,63
395BU,FEB.,80475,2024,4,26,78
396BD,FEB.,80475,2024,4,9052,27156
391BU,FEB.,80475,2024,5,21,84
395BU,FEB.,80475,2024,5,26,104
396BD,FEB.,80475,2024,5,9052,36208
391BU,FEB.,80475,2024,6,21,105
395BU,FEB.,80475,2024,6,26,130
396BD,FEB.,80475,2024,6,9052,45260
391BU,FEB.,80475,2024,7,21,126
395BU,FEB.,80475,2024,7,26,156
396BD,FEB.,80475,2024,7,9052,54312
391BU,FEB.,80475,2024,8,21,147
395BU,FEB.,80475,2024,8,26,182
396BD,FEB.,80475,2024,8,9052,63364
391BU,FEB.,80475,2024,9,21,168
395BU,FEB.,80475,2024,9,26,208
396BD,FEB.,80475,2024,9,9052,72416
391BU,FEB.,80475,2024,10,21,189
395BU,FEB.,80475,2024,10,26,234
396BD,FEB.,80475,2024,10,9052,81468
391BU,FEB.,80475,2024,11,21,210
395BU,FEB.,80475,2024,11,26,260
396BD,FEB.,80475,2024,11,9052,90520
391BU,FEB.,80475,2024,12,21,231
395BU,FEB.,80475,2024,12,26,286
396BD,FEB.,80475,2024,12,9052,99572
1130D,Finance / Insurance Income Rec. - Current,80475,2024,1,4512,4512
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,1,4512,4512
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,1,4512,4512
1130D,Finance / Insurance Income Rec. - Current,80475,2024,2,2148,6660
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,2,2148,6660
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,2,2148,6660
1130D,Finance / Insurance Income Rec. - Current,80475,2024,3,2829,9489
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,3,2829,9489
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,3,2829,9489
1130D,Finance / Insurance Income Rec. - Current,80475,2024,4,2570,12059
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,4,2570,12059
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,4,2570,12059
1130D,Finance / Insurance Income Rec. - Current,80475,2024,5,1442,13501
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,5,1442,13501
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,5,1442,13501
1130D,Finance / Insurance Income Rec. - Current,80475,2024,6,4524,18025
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,6,4524,18025
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,6,4524,18025
1130D,Finance / Insurance Income Rec. - Current,80475,2024,7,463,18488
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,7,463,18488
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,7,463,18488
1130D,Finance / Insurance Income Rec. - Current,80475,2024,8,3740,22228
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,8,3740,22228
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,8,3740,22228
1130D,Finance / Insurance Income Rec. - Current,80475,2024,9,6519,28747
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,9,6519,28747
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,9,6519,28747
1130D,Finance / Insurance Income Rec. - Current,80475,2024,10,1866,30613
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,10,1866,30613
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,10,1866,30613
1130D,Finance / Insurance Income Rec. - Current,80475,2024,11,576,31189
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,11,576,31189
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,11,576,31189
1130D,Finance / Insurance Income Rec. - Current,80475,2024,12,1020,30169
1130AD,Finance / Insurance Income Rec. - Current,80475,2024,12,1020,30169
1130BD,Finance / Insurance Income Rec. - Current,80475,2024,12,1020,30169
3707U,Finance Income (Non CPO),80475,2024,1,13,13
3707G,Finance Income (Non CPO),80475,2024,1,7948,7948
3707S,Finance Income (Non CPO),80475,2024,1,7948,7948
3707U,Finance Income (Non CPO),80475,2024,2,9,22
3707G,Finance Income (Non CPO),80475,2024,2,5930,13878
3707S,Finance Income (Non CPO),80475,2024,2,5930,13878
3707U,Finance Income (Non CPO),80475,2024,3,9,31
3707G,Finance Income (Non CPO),80475,2024,3,3449,17327
3707S,Finance Income (Non CPO),80475,2024,3,3449,17327
3707G,Finance Income (Non CPO),80475,2024,4,5858,23185
3707S,Finance Income (Non CPO),80475,2024,4,5858,23185
3707U,Finance Income (Non CPO),80475,2024,4,11,42
3707U,Finance Income (Non CPO),80475,2024,5,7,49
3707G,Finance Income (Non CPO),80475,2024,5,3607,26792
3707S,Finance Income (Non CPO),80475,2024,5,3607,26792
3707U,Finance Income (Non CPO),80475,2024,6,9,58
3707G,Finance Income (Non CPO),80475,2024,6,8431,35223
3707S,Finance Income (Non CPO),80475,2024,6,10134,36926
3707U,Finance Income (Non CPO),80475,2024,7,4,62
3707G,Finance Income (Non CPO),80475,2024,7,3425,38648
3707S,Finance Income (Non CPO),80475,2024,7,3425,40351
3707U,Finance Income (Non CPO),80475,2024,8,10,72
3707G,Finance Income (Non CPO),80475,2024,8,5568,44216
3707S,Finance Income (Non CPO),80475,2024,8,5728,46079
3707U,Finance Income (Non CPO),80475,2024,9,11,83
3707G,Finance Income (Non CPO),80475,2024,9,11181,55397
3707S,Finance Income (Non CPO),80475,2024,9,11181,57260
3707U,Finance Income (Non CPO),80475,2024,10,14,97
3707G,Finance Income (Non CPO),80475,2024,10,12817,68214
3707S,Finance Income (Non CPO),80475,2024,10,14745,72005
3707U,Finance Income (Non CPO),80475,2024,11,4,101
3707G,Finance Income (Non CPO),80475,2024,11,3178,71392
3707S,Finance Income (Non CPO),80475,2024,11,3650,75655
3707U,Finance Income (Non CPO),80475,2024,12,5,106
3707G,Finance Income (Non CPO),80475,2024,12,4290,75682
3707S,Finance Income (Non CPO),80475,2024,12,5262,80917
3310U,Finance Income - New,80475,2024,1,4,4
3310G,Finance Income - New,80475,2024,1,668,668
3310S,Finance Income - New,80475,2024,1,668,668
3310U,Finance Income - New,80475,2024,2,6,10
3310G,Finance Income - New,80475,2024,2,3584,4252
3310S,Finance Income - New,80475,2024,2,3584,4252
3310U,Finance Income - New,80475,2024,3,4,14
3310G,Finance Income - New,80475,2024,3,2162,6414
3310S,Finance Income - New,80475,2024,3,2162,6414
3310G,Finance Income - New,80475,2024,4,0,6414
3310S,Finance Income - New,80475,2024,4,0,6414
3310U,Finance Income - New,80475,2024,4,0,14
3310U,Finance Income - New,80475,2024,5,2,16
3310G,Finance Income - New,80475,2024,5,846,7260
3310S,Finance Income - New,80475,2024,5,846,7260
3310U,Finance Income - New,80475,2024,6,3,19
3310G,Finance Income - New,80475,2024,6,3024,10284
3310S,Finance Income - New,80475,2024,6,3024,10284
3310U,Finance Income - New,80475,2024,7,1,20
3310G,Finance Income - New,80475,2024,7,957,11241
3310S,Finance Income - New,80475,2024,7,957,11241
3310U,Finance Income - New,80475,2024,8,2,22
3310G,Finance Income - New,80475,2024,8,1737,12978
3310S,Finance Income - New,80475,2024,8,1737,12978
3310U,Finance Income - New,80475,2024,9,2,24
3310G,Finance Income - New,80475,2024,9,3355,16333
3310S,Finance Income - New,80475,2024,9,3355,16333
3310U,Finance Income - New,80475,2024,10,2,26
3310G,Finance Income - New,80475,2024,10,2550,18883
3310S,Finance Income - New,80475,2024,10,2550,18883
3310U,Finance Income - New,80475,2024,11,2,28
3310G,Finance Income - New,80475,2024,11,985,19868
3310S,Finance Income - New,80475,2024,11,985,19868
3310U,Finance Income - New,80475,2024,12,1,29
3310G,Finance Income - New,80475,2024,12,1000,20868
3310S,Finance Income - New,80475,2024,12,1000,20868
8700D,Floor Plan Credits,80475,2024,1,55788,55788
8701D,Floor Plan Credits,80475,2024,1,55788,55788
8700D,Floor Plan Credits,80475,2024,2,21899,77687
8701D,Floor Plan Credits,80475,2024,2,21899,77687
8700D,Floor Plan Credits,80475,2024,3,12076,89763
8701D,Floor Plan Credits,80475,2024,3,12076,89763
8701D,Floor Plan Credits,80475,2024,4,18986,108749
8700D,Floor Plan Credits,80475,2024,4,18986,108749
8700D,Floor Plan Credits,80475,2024,5,18744,127493
8701D,Floor Plan Credits,80475,2024,5,18744,127493
8700D,Floor Plan Credits,80475,2024,6,11399,138892
8701D,Floor Plan Credits,80475,2024,6,11399,138892
8700D,Floor Plan Credits,80475,2024,7,24753,163645
8701D,Floor Plan Credits,80475,2024,7,24753,163645
8700D,Floor Plan Credits,80475,2024,8,21922,185567
8701D,Floor Plan Credits,80475,2024,8,21922,185567
8700D,Floor Plan Credits,80475,2024,9,34709,220276
8701D,Floor Plan Credits,80475,2024,9,34709,220276
8700D,Floor Plan Credits,80475,2024,10,8308,228584
8701D,Floor Plan Credits,80475,2024,10,8308,228584
8700D,Floor Plan Credits,80475,2024,11,28276,256860
8701D,Floor Plan Credits,80475,2024,11,28276,256860
8700D,Floor Plan Credits,80475,2024,12,31246,288106
8701D,Floor Plan Credits,80475,2024,12,31246,288106
8050D,Floor Plan Interest,80475,2024,1,12325,12325
8051D,Floor Plan Interest,80475,2024,1,9284,9284
8052D,Floor Plan Interest,80475,2024,1,3041,3041
8050D,Floor Plan Interest,80475,2024,2,15026,27351
8051D,Floor Plan Interest,80475,2024,2,10573,19857
8052D,Floor Plan Interest,80475,2024,2,4453,7494
8050D,Floor Plan Interest,80475,2024,3,20953,48304
8051D,Floor Plan Interest,80475,2024,3,16235,36092
8052D,Floor Plan Interest,80475,2024,3,4718,12212
8051D,Floor Plan Interest,80475,2024,4,18505,54597
8052D,Floor Plan Interest,80475,2024,4,5923,18135
8050D,Floor Plan Interest,80475,2024,4,24428,72732
8050D,Floor Plan Interest,80475,2024,5,24264,96996
8051D,Floor Plan Interest,80475,2024,5,18235,72832
8052D,Floor Plan Interest,80475,2024,5,6029,24164
8050D,Floor Plan Interest,80475,2024,6,26466,123462
8051D,Floor Plan Interest,80475,2024,6,20552,93384
8052D,Floor Plan Interest,80475,2024,6,5914,30078
8050D,Floor Plan Interest,80475,2024,7,24386,147848
8051D,Floor Plan Interest,80475,2024,7,18549,111933
8052D,Floor Plan Interest,80475,2024,7,5837,35915
8051D,Floor Plan Interest,80475,2024,8,18203,130136
8052D,Floor Plan Interest,80475,2024,8,6262,42177
8050D,Floor Plan Interest,80475,2024,8,24465,172313
8050D,Floor Plan Interest,80475,2024,9,25617,197930
8051D,Floor Plan Interest,80475,2024,9,19571,149707
8052D,Floor Plan Interest,80475,2024,9,6046,48223
8050D,Floor Plan Interest,80475,2024,10,21287,219217
8051D,Floor Plan Interest,80475,2024,10,16020,165727
8052D,Floor Plan Interest,80475,2024,10,5267,53490
